date,team_1,team_2,team_1_goals,team_2_goals,tournament,is_team_1_home,is_team_2_home,is_neutral
15/11/2014,Cameroon,Congo DR,1,0,African Cup of Nations 2015 Qualifiers,TRUE,FALSE,FALSE
15/11/2014,Cape Verde,Niger,3,1,African Cup of Nations 2015 Qualifiers,TRUE,FALSE,FALSE
15/11/2014,Congo,Nigeria,0,2,African Cup of Nations 2015 Qualifiers,TRUE,FALSE,FALSE
15/11/2014,Egypt,Senegal,0,1,African Cup of Nations 2015 Qualifiers,TRUE,FALSE,FALSE
15/11/2014,England,Slovenia,3,1,Euro 2016 Qualifiers,TRUE,FALSE,FALSE
15/11/2014,Indonesia,Syria,0,2,Friendly,TRUE,FALSE,FALSE
15/11/2014,Lesotho,Burkina Faso,0,1,African Cup of Nations 2015 Qualifiers,TRUE,FALSE,FALSE
15/11/2014,Luxembourg,Ukraine,0,3,Euro 2016 Qualifiers,FALSE,FALSE,TRUE
15/11/2014,Macedonia,Slovakia,0,2,Euro 2016 Qualifiers,TRUE,FALSE,FALSE
15/11/2014,Malawi,Mali,2,0,African Cup of Nations 2015 Qualifiers,TRUE,FALSE,FALSE
15/11/2014,Moldova,Liechtenstein,0,1,Euro 2016 Qualifiers,TRUE,FALSE,FALSE
15/11/2014,Montenegro,Sweden,1,1,Euro 2016 Qualifiers,TRUE,FALSE,FALSE
15/11/2014,Mozambique,Zambia,0,1,African Cup of Nations 2015 Qualifiers,TRUE,FALSE,FALSE
15/11/2014,San Marino,Estonia,0,0,Euro 2016 Qualifiers,TRUE,FALSE,FALSE
15/11/2014,South Africa,Sudan,2,1,African Cup of Nations 2015 Qualifiers,TRUE,FALSE,FALSE
15/11/2014,Spain,Belarus,3,0,Euro 2016 Qualifiers,TRUE,FALSE,FALSE
15/11/2014,Switzerland,Lithuania,4,0,Euro 2016 Qualifiers,TRUE,FALSE,FALSE
15/11/2014,Togo,Guinea,1,4,African Cup of Nations 2015 Qualifiers,TRUE,FALSE,FALSE
15/11/2014,Uganda,Ghana,1,0,African Cup of Nations 2015 Qualifiers,TRUE,FALSE,FALSE
16/11/2014,Azerbaijan,Norway,0,1,Euro 2016 Qualifiers,TRUE,FALSE,FALSE
16/11/2014,Belgium,Wales,0,0,Euro 2016 Qualifiers,TRUE,FALSE,FALSE
16/11/2014,Bulgaria,Malta,1,1,Euro 2016 Qualifiers,TRUE,FALSE,FALSE
16/11/2014,Cyprus,Andorra,5,0,Euro 2016 Qualifiers,TRUE,FALSE,FALSE
16/11/2014,Czech Republic,Iceland,2,1,Euro 2016 Qualifiers,TRUE,FALSE,FALSE
16/11/2014,Israel,Bosnia-Herzegovina,3,0,Euro 2016 Qualifiers,TRUE,FALSE,FALSE
16/11/2014,Italy,Croatia,1,1,Euro 2016 Qualifiers,TRUE,FALSE,FALSE
16/11/2014,Morocco,Zimbabwe,2,1,Friendly,TRUE,FALSE,FALSE
16/11/2014,Netherlands,Latvia,6,0,Euro 2016 Qualifiers,TRUE,FALSE,FALSE
16/11/2014,Swaziland,Tanzania,1,1,Friendly,TRUE,FALSE,FALSE
16/11/2014,Turkey,Kazakhstan,3,1,Euro 2016 Qualifiers,TRUE,FALSE,FALSE
16/11/2014,Vietnam,Malaysia,3,1,Friendly,TRUE,FALSE,FALSE
17/11/2014,Singapore,Cambodia,4,2,Friendly,TRUE,FALSE,FALSE
18/11/2014,Austria,Brazil,1,2,Friendly,TRUE,FALSE,FALSE
18/11/2014,Belarus,Mexico,3,2,Friendly,TRUE,FALSE,FALSE
18/11/2014,Bolivia,Venezuela,3,2,Friendly,TRUE,FALSE,FALSE
18/11/2014,Chile,Uruguay,1,2,Friendly,TRUE,FALSE,FALSE
18/11/2014,China,Honduras,0,0,Friendly,TRUE,FALSE,FALSE
18/11/2014,Estonia,Jordan,1,0,Friendly,TRUE,FALSE,FALSE
18/11/2014,France,Sweden,1,0,Friendly,TRUE,FALSE,FALSE
18/11/2014,Greece,Serbia,0,2,Friendly,TRUE,FALSE,FALSE
18/11/2014,Hungary,Russia,1,2,Friendly,TRUE,FALSE,FALSE
18/11/2014,Iran,Korea Republic,1,0,Friendly,TRUE,FALSE,FALSE
18/11/2014,Ireland,USA,4,1,Friendly,TRUE,FALSE,FALSE
18/11/2014,Italy,Albania,1,0,Friendly,TRUE,FALSE,FALSE
18/11/2014,Japan,Australia,2,1,Friendly,TRUE,FALSE,FALSE
18/11/2014,Nicaragua,El Salvador,0,2,Friendly,TRUE,FALSE,FALSE
18/11/2014,Panama,Canada,0,0,Friendly,TRUE,FALSE,FALSE
18/11/2014,Peru,Paraguay,2,1,Friendly,TRUE,FALSE,FALSE
18/11/2014,Portugal,Argentina,1,0,Friendly,FALSE,FALSE,TRUE
18/11/2014,Romania,Denmark,2,0,Friendly,TRUE,FALSE,FALSE
18/11/2014,Scotland,England,1,3,Friendly,TRUE,FALSE,FALSE
18/11/2014,Slovakia,Finland,2,1,Friendly,TRUE,FALSE,FALSE
18/11/2014,Slovenia,Colombia,0,1,Friendly,TRUE,FALSE,FALSE
18/11/2014,Spain,Germany,0,1,Friendly,TRUE,FALSE,FALSE
18/11/2014,Thailand,New Zealand,2,0,Friendly,TRUE,FALSE,FALSE
18/11/2014,Ukraine,Lithuania,0,0,Friendly,TRUE,FALSE,FALSE
19/11/2014,Burkina Faso,Angola,1,1,African Cup of Nations 2015 Qualifiers,TRUE,FALSE,FALSE
19/11/2014,Congo DR,Sierra Leone,3,1,African Cup of Nations 2015 Qualifiers,TRUE,FALSE,FALSE
19/11/2014,Ethiopia,Malawi,0,0,African Cup of Nations 2015 Qualifiers,TRUE,FALSE,FALSE
19/11/2014,Gabon,Lesotho,4,2,African Cup of Nations 2015 Qualifiers,TRUE,FALSE,FALSE
19/11/2014,Ghana,Togo,3,1,African Cup of Nations 2015 Qualifiers,TRUE,FALSE,FALSE
19/11/2014,Guinea,Uganda,2,0,African Cup of Nations 2015 Qualifiers,FALSE,FALSE,TRUE
19/11/2014,Ivory Coast,Cameroon,0,0,African Cup of Nations 2015 Qualifiers,TRUE,FALSE,FALSE
19/11/2014,Mali,Algeria,2,0,African Cup of Nations 2015 Qualifiers,TRUE,FALSE,FALSE
19/11/2014,Niger,Mozambique,1,1,African Cup of Nations 2015 Qualifiers,TRUE,FALSE,FALSE
19/11/2014,Nigeria,South Africa,2,2,African Cup of Nations 2015 Qualifiers,TRUE,FALSE,FALSE
19/11/2014,Senegal,Botswana,3,0,African Cup of Nations 2015 Qualifiers,TRUE,FALSE,FALSE
19/11/2014,Sudan,Congo,0,1,African Cup of Nations 2015 Qualifiers,TRUE,FALSE,FALSE
19/11/2014,Tunisia,Egypt,2,1,African Cup of Nations 2015 Qualifiers,TRUE,FALSE,FALSE
19/11/2014,Zambia,Cape Verde,1,0,African Cup of Nations 2015 Qualifiers,TRUE,FALSE,FALSE
30/11/2014,South Africa,Ivory Coast,2,0,Friendly,TRUE,FALSE,FALSE
13/12/2014,Uzbekistan,Palestine,1,0,Friendly,FALSE,FALSE,TRUE
21/12/2014,China,Palestine,0,0,Friendly,TRUE,FALSE,FALSE
21/12/2014,Uzbekistan,Jordan,2,1,Friendly,FALSE,FALSE,TRUE
22/12/2014,Iraq,Kuwait,1,1,Friendly,FALSE,FALSE,TRUE
25/12/2014,Uzbekistan,Iraq,0,1,Friendly,FALSE,FALSE,TRUE
27/12/2014,Qatar,Estonia,3,0,Friendly,TRUE,FALSE,FALSE
28/12/2014,Uzbekistan,Iraq,0,0,Friendly,FALSE,FALSE,TRUE
30/12/2014,Bahrain,Saudi Arabia,4,1,Friendly,FALSE,FALSE,TRUE
30/12/2014,United Arab Emirates,Jordan,1,0,Friendly,FALSE,FALSE,TRUE
31/12/2014,Qatar,Oman,2,2,Friendly,FALSE,FALSE,TRUE
4/01/2015,Bahrain,Jordan,1,0,Friendly,FALSE,FALSE,TRUE
4/01/2015,Iran,Iraq,1,0,Friendly,FALSE,FALSE,TRUE
4/01/2015,Korea Republic,Saudi Arabia,2,0,Friendly,FALSE,FALSE,TRUE
4/01/2015,South Africa,Zambia,1,0,Friendly,TRUE,FALSE,FALSE
5/01/2015,China,Oman,4,1,Friendly,FALSE,FALSE,TRUE
7/01/2015,Cameroon,Congo DR,1,1,Friendly,TRUE,FALSE,FALSE
9/01/2015,Australia,Kuwait,4,1,Asian Cup 2015,TRUE,FALSE,FALSE
9/01/2015,Senegal,Gabon,1,0,Friendly,FALSE,FALSE,TRUE
10/01/2015,Burkina Faso,Swaziland,5,1,Friendly,FALSE,FALSE,TRUE
10/01/2015,Cameroon,South Africa,1,1,Friendly,FALSE,FALSE,TRUE
10/01/2015,Cape Verde,Congo,3,2,Friendly,FALSE,FALSE,TRUE
10/01/2015,Korea Republic,Oman,1,0,Asian Cup 2015,FALSE,FALSE,TRUE
10/01/2015,Saudi Arabia,China,0,1,Asian Cup 2015,FALSE,FALSE,TRUE
10/01/2015,Uzbekistan,Korea DPR,1,0,Asian Cup 2015,FALSE,FALSE,TRUE
11/01/2015,Iran,Bahrain,2,0,Asian Cup 2015,FALSE,FALSE,TRUE
11/01/2015,Nigeria,Ivory Coast,0,1,Friendly,FALSE,FALSE,TRUE
11/01/2015,Tunisia,Algeria,1,1,Friendly,TRUE,FALSE,FALSE
11/01/2015,United Arab Emirates,Qatar,4,1,Asian Cup 2015,FALSE,FALSE,TRUE
12/01/2015,Japan,Palestine,4,0,Asian Cup 2015,FALSE,FALSE,TRUE
12/01/2015,Jordan,Iraq,0,1,Asian Cup 2015,FALSE,FALSE,TRUE
13/01/2015,Australia,Oman,4,0,Asian Cup 2015,TRUE,FALSE,FALSE
13/01/2015,Botswana,Burkina Faso,0,2,Friendly,FALSE,FALSE,TRUE
13/01/2015,Kuwait,Korea Republic,0,1,Asian Cup 2015,FALSE,FALSE,TRUE
13/01/2015,Senegal,Guinea,5,2,Friendly,FALSE,FALSE,TRUE
14/01/2015,China,Uzbekistan,2,1,Asian Cup 2015,FALSE,FALSE,TRUE
14/01/2015,Korea DPR,Saudi Arabia,1,4,Asian Cup 2015,FALSE,FALSE,TRUE
14/01/2015,Mali,South Africa,0,3,Friendly,FALSE,FALSE,TRUE
15/01/2015,Bahrain,United Arab Emirates,1,2,Asian Cup 2015,FALSE,FALSE,TRUE
15/01/2015,Qatar,Iran,0,1,Asian Cup 2015,FALSE,FALSE,TRUE
15/01/2015,Sweden,Ivory Coast,2,0,Friendly,FALSE,FALSE,TRUE
16/01/2015,Canada,Iceland,1,2,Friendly,FALSE,FALSE,TRUE
16/01/2015,Iraq,Japan,0,1,Asian Cup 2015,FALSE,FALSE,TRUE
16/01/2015,Palestine,Jordan,1,5,Asian Cup 2015,FALSE,FALSE,TRUE
17/01/2015,Australia,Korea Republic,0,1,Asian Cup 2015,TRUE,FALSE,FALSE
17/01/2015,Burkina Faso,Gabon,0,2,African Cup of Nations 2015,FALSE,FALSE,TRUE
17/01/2015,Equatorial Guinea,Congo,1,1,African Cup of Nations 2015,TRUE,FALSE,FALSE
17/01/2015,Oman,Kuwait,1,0,Asian Cup 2015,FALSE,FALSE,TRUE
17/01/2015,Yemen,Nigeria,0,2,Friendly,FALSE,FALSE,TRUE
18/01/2015,China,Korea DPR,2,1,Asian Cup 2015,FALSE,FALSE,TRUE
18/01/2015,Tunisia,Cape Verde,1,1,African Cup of Nations 2015,FALSE,FALSE,TRUE
18/01/2015,Uzbekistan,Saudi Arabia,3,1,Asian Cup 2015,FALSE,FALSE,TRUE
18/01/2015,Zambia,Congo DR,1,1,African Cup of Nations 2015,FALSE,FALSE,TRUE
19/01/2015,Algeria,South Africa,3,1,African Cup of Nations 2015,FALSE,FALSE,TRUE
19/01/2015,Canada,Iceland,1,1,Friendly,FALSE,FALSE,TRUE
19/01/2015,Finland,Sweden,1,0,Friendly,FALSE,FALSE,TRUE
19/01/2015,Ghana,Senegal,1,2,African Cup of Nations 2015,FALSE,FALSE,TRUE
19/01/2015,Iran,United Arab Emirates,1,0,Asian Cup 2015,FALSE,FALSE,TRUE
19/01/2015,Qatar,Bahrain,1,2,Asian Cup 2015,FALSE,FALSE,TRUE
20/01/2015,Iraq,Palestine,2,0,Asian Cup 2015,FALSE,FALSE,TRUE
20/01/2015,Ivory Coast,Guinea,1,1,African Cup of Nations 2015,FALSE,FALSE,TRUE
20/01/2015,Japan,Jordan,2,0,Asian Cup 2015,FALSE,FALSE,TRUE
20/01/2015,Mali,Cameroon,1,1,African Cup of Nations 2015,FALSE,FALSE,TRUE
21/01/2015,Equatorial Guinea,Burkina Faso,0,0,African Cup of Nations 2015,TRUE,FALSE,FALSE
21/01/2015,Gabon,Congo,0,1,African Cup of Nations 2015,FALSE,FALSE,TRUE
22/01/2015,Australia,China,2,0,Asian Cup 2015,TRUE,FALSE,FALSE
22/01/2015,Cape Verde,Congo DR,0,0,African Cup of Nations 2015,FALSE,FALSE,TRUE
22/01/2015,Korea Republic,Uzbekistan,2,0,Asian Cup 2015,FALSE,FALSE,TRUE
22/01/2015,Yemen,Finland,0,0,Friendly,FALSE,FALSE,TRUE
22/01/2015,Zambia,Tunisia,1,2,African Cup of Nations 2015,FALSE,FALSE,TRUE
23/01/2015,Ghana,Algeria,1,0,African Cup of Nations 2015,FALSE,FALSE,TRUE
23/01/2015,Iran,Iraq,3,3,Asian Cup 2015,FALSE,FALSE,TRUE
23/01/2015,Japan,United Arab Emirates,1,1,Asian Cup 2015,FALSE,FALSE,TRUE
23/01/2015,South Africa,Senegal,1,1,African Cup of Nations 2015,FALSE,FALSE,TRUE
24/01/2015,Cameroon,Guinea,1,1,African Cup of Nations 2015,FALSE,FALSE,TRUE
24/01/2015,Ivory Coast,Mali,1,1,African Cup of Nations 2015,FALSE,FALSE,TRUE
25/01/2015,Congo,Burkina Faso,2,1,African Cup of Nations 2015,FALSE,FALSE,TRUE
25/01/2015,Equatorial Guinea,Gabon,2,0,African Cup of Nations 2015,TRUE,FALSE,FALSE
26/01/2015,Cape Verde,Zambia,0,0,African Cup of Nations 2015,FALSE,FALSE,TRUE
26/01/2015,Congo DR,Tunisia,1,1,African Cup of Nations 2015,FALSE,FALSE,TRUE
26/01/2015,Korea Republic,Iraq,2,0,Asian Cup 2015,FALSE,FALSE,TRUE
27/01/2015,Australia,United Arab Emirates,2,0,Asian Cup 2015,TRUE,FALSE,FALSE
27/01/2015,Senegal,Algeria,0,2,African Cup of Nations 2015,FALSE,FALSE,TRUE
27/01/2015,South Africa,Ghana,1,2,African Cup of Nations 2015,FALSE,FALSE,TRUE
28/01/2015,Cameroon,Ivory Coast,0,1,African Cup of Nations 2015,FALSE,FALSE,TRUE
28/01/2015,Chile,USA,3,2,Friendly,TRUE,FALSE,FALSE
28/01/2015,Guinea,Mali,1,1,African Cup of Nations 2015,FALSE,FALSE,TRUE
30/01/2015,Iraq,United Arab Emirates,2,3,Asian Cup 2015,FALSE,FALSE,TRUE
31/01/2015,Australia,Korea Republic,2,1,Asian Cup 2015,TRUE,FALSE,FALSE
31/01/2015,Congo,Congo DR,2,4,African Cup of Nations 2015,FALSE,FALSE,TRUE
31/01/2015,Equatorial Guinea,Tunisia,2,1,African Cup of Nations 2015,TRUE,FALSE,FALSE
1/02/2015,Ghana,Guinea,3,0,African Cup of Nations 2015,FALSE,FALSE,TRUE
1/02/2015,Ivory Coast,Algeria,3,1,African Cup of Nations 2015,FALSE,FALSE,TRUE
2/02/2015,Bangladesh,Sri Lanka,1,0,Friendly,TRUE,FALSE,FALSE
4/02/2015,Congo DR,Ivory Coast,1,3,African Cup of Nations 2015,FALSE,FALSE,TRUE
4/02/2015,Honduras,Venezuela,2,3,Friendly,TRUE,FALSE,FALSE
5/02/2015,Equatorial Guinea,Ghana,0,3,African Cup of Nations 2015,TRUE,FALSE,FALSE
6/02/2015,Pakistan,Afghanistan,2,1,Friendly,TRUE,FALSE,FALSE
7/02/2015,Equatorial Guinea,Congo DR,0,0,African Cup of Nations 2015,TRUE,FALSE,FALSE
8/02/2015,Ivory Coast,Ghana,0,0,African Cup of Nations 2015,FALSE,FALSE,TRUE
8/02/2015,USA,Panama,2,0,Friendly,TRUE,FALSE,FALSE
18/02/2015,Kazakhstan,Moldova,1,1,Friendly,FALSE,FALSE,TRUE
8/03/2015,Antigua and Barbuda,Virgin Islands,2,0,Friendly,TRUE,FALSE,FALSE
8/03/2015,Bermuda,Grenada,2,0,Friendly,TRUE,FALSE,FALSE
12/03/2015,Cambodia,Macau,3,0,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
12/03/2015,East Timor,Mongolia,4,1,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
12/03/2015,India,Nepal,2,0,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
12/03/2015,Sri Lanka,Bhutan,0,1,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
12/03/2015,Yemen,Pakistan,3,1,World Cup 2018 Qualifiers,FALSE,FALSE,TRUE
15/03/2015,Antigua and Barbuda,Dominica,1,0,Friendly,TRUE,FALSE,FALSE
17/03/2015,Bhutan,Sri Lanka,2,1,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
17/03/2015,Brunei,Taiwan,0,2,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
17/03/2015,Macau,Cambodia,1,1,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
17/03/2015,Mongolia,East Timor,0,1,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
17/03/2015,Nepal,India,0,0,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
22/03/2015,Antigua and Barbuda,British Virgin Islands,1,0,Friendly,TRUE,FALSE,FALSE
22/03/2015,Barbados,Virgin Islands,0,1,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
23/03/2015,Pakistan,Yemen,0,0,World Cup 2018 Qualifiers,FALSE,FALSE,TRUE
25/03/2015,Botswana,Lesotho,2,0,Friendly,TRUE,FALSE,FALSE
25/03/2015,Denmark,USA,3,2,Friendly,TRUE,FALSE,FALSE
25/03/2015,Dominican Republic,Cuba,0,3,Friendly,TRUE,FALSE,FALSE
25/03/2015,Gabon,Mali,4,3,Friendly,FALSE,FALSE,TRUE
25/03/2015,Georgia,Malta,2,0,Friendly,TRUE,FALSE,FALSE
25/03/2015,Germany,Australia,2,2,Friendly,TRUE,FALSE,FALSE
25/03/2015,Indonesia,Cameroon,0,1,Friendly,TRUE,FALSE,FALSE
25/03/2015,Mauritius,Burundi,2,2,Friendly,TRUE,FALSE,FALSE
25/03/2015,Nigeria,Uganda,0,1,Friendly,TRUE,FALSE,FALSE
25/03/2015,Scotland,Northern Ireland,1,0,Friendly,TRUE,FALSE,FALSE
25/03/2015,Swaziland,South Africa,1,3,Friendly,TRUE,FALSE,FALSE
26/03/2015,Bahrain,Colombia,0,6,Friendly,TRUE,FALSE,FALSE
26/03/2015,Chile,Iran,0,2,Friendly,FALSE,FALSE,TRUE
26/03/2015,Egypt,Equatorial Guinea,2,0,Friendly,TRUE,FALSE,FALSE
26/03/2015,France,Brazil,1,3,Friendly,TRUE,FALSE,FALSE
26/03/2015,Ivory Coast,Angola,2,0,Friendly,TRUE,FALSE,FALSE
26/03/2015,Jordan,Syria,0,1,Friendly,TRUE,FALSE,FALSE
26/03/2015,Maldives,Tajikistan,0,2,Friendly,TRUE,FALSE,FALSE
26/03/2015,Oman,Malaysia,6,0,Friendly,TRUE,FALSE,FALSE
26/03/2015,Qatar,Algeria,1,0,Friendly,TRUE,FALSE,FALSE
26/03/2015,Thailand,Singapore,2,0,Friendly,TRUE,FALSE,FALSE
26/03/2015,Virgin Islands,Barbados,0,4,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
27/03/2015,Canada,Guatemala,1,0,Friendly,FALSE,FALSE,TRUE
27/03/2015,China,Haiti,2,2,Friendly,TRUE,FALSE,FALSE
27/03/2015,Curacao,Montserrat,2,1,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
27/03/2015,England,Lithuania,4,0,Euro 2016 Qualifiers,TRUE,FALSE,FALSE
27/03/2015,Gambia,Mauritania,1,0,Friendly,TRUE,FALSE,FALSE
27/03/2015,Japan,Tunisia,2,0,Friendly,TRUE,FALSE,FALSE
27/03/2015,Korea Republic,Uzbekistan,1,1,Friendly,TRUE,FALSE,FALSE
27/03/2015,Liechtenstein,Austria,0,5,Euro 2016 Qualifiers,TRUE,FALSE,FALSE
27/03/2015,Macedonia,Belarus,1,2,Euro 2016 Qualifiers,TRUE,FALSE,FALSE
27/03/2015,Moldova,Sweden,0,2,Euro 2016 Qualifiers,TRUE,FALSE,FALSE
27/03/2015,Montenegro,Russia,0,3,Euro 2016 Qualifiers,TRUE,FALSE,FALSE
27/03/2015,Slovakia,Luxembourg,3,0,Euro 2016 Qualifiers,TRUE,FALSE,FALSE
27/03/2015,Slovenia,San Marino,6,0,Euro 2016 Qualifiers,TRUE,FALSE,FALSE
27/03/2015,Spain,Ukraine,1,0,Euro 2016 Qualifiers,TRUE,FALSE,FALSE
27/03/2015,Switzerland,Estonia,3,0,Euro 2016 Qualifiers,TRUE,FALSE,FALSE
27/03/2015,Trinidad and Tobago,Panama,0,1,Friendly,TRUE,FALSE,FALSE
28/03/2015,Andorra,Bosnia-Herzegovina,0,3,Euro 2016 Qualifiers,TRUE,FALSE,FALSE
28/03/2015,Azerbaijan,Malta,2,0,Euro 2016 Qualifiers,TRUE,FALSE,FALSE
28/03/2015,Belgium,Cyprus,5,0,Euro 2016 Qualifiers,TRUE,FALSE,FALSE
28/03/2015,Bulgaria,Italy,2,2,Euro 2016 Qualifiers,TRUE,FALSE,FALSE
28/03/2015,Croatia,Norway,5,1,Euro 2016 Qualifiers,TRUE,FALSE,FALSE
28/03/2015,Czech Republic,Latvia,1,1,Euro 2016 Qualifiers,TRUE,FALSE,FALSE
28/03/2015,Ghana,Senegal,1,2,Friendly,FALSE,FALSE,TRUE
28/03/2015,Hong Kong,Guam,1,0,Friendly,TRUE,FALSE,FALSE
28/03/2015,Iraq,Congo DR,2,1,Friendly,FALSE,FALSE,TRUE
28/03/2015,Israel,Wales,0,3,Euro 2016 Qualifiers,TRUE,FALSE,FALSE
28/03/2015,Kazakhstan,Iceland,0,3,Euro 2016 Qualifiers,TRUE,FALSE,FALSE
28/03/2015,Mauritius,Togo,1,1,Friendly,TRUE,FALSE,FALSE
28/03/2015,Morocco,Uruguay,0,1,Friendly,TRUE,FALSE,FALSE
28/03/2015,Netherlands,Turkey,1,1,Euro 2016 Qualifiers,TRUE,FALSE,FALSE
29/03/2015,Albania,Armenia,2,1,Euro 2016 Qualifiers,TRUE,FALSE,FALSE
29/03/2015,Anguilla,Nicaragua,0,3,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
29/03/2015,Bermuda,Bahamas,3,0,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
29/03/2015,Botswana,Mozambique,1,2,Friendly,TRUE,FALSE,FALSE
29/03/2015,Brazil,Chile,1,0,Friendly,FALSE,FALSE,TRUE
29/03/2015,Dominica,British Virgin Islands,0,0,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
29/03/2015,France,Denmark,2,0,Friendly,TRUE,FALSE,FALSE
29/03/2015,Georgia,Germany,0,2,Euro 2016 Qualifiers,TRUE,FALSE,FALSE
29/03/2015,Guyana,Grenada,2,0,Friendly,TRUE,FALSE,FALSE
29/03/2015,Hungary,Greece,0,0,Euro 2016 Qualifiers,TRUE,FALSE,FALSE
29/03/2015,Ireland,Poland,1,1,Euro 2016 Qualifiers,TRUE,FALSE,FALSE
29/03/2015,Ivory Coast,Equatorial Guinea,1,1,Friendly,TRUE,FALSE,FALSE
29/03/2015,Northern Ireland,Finland,2,1,Euro 2016 Qualifiers,TRUE,FALSE,FALSE
29/03/2015,Portugal,Serbia,2,1,Euro 2016 Qualifiers,TRUE,FALSE,FALSE
29/03/2015,Romania,Faroe Islands,1,0,Euro 2016 Qualifiers,TRUE,FALSE,FALSE
29/03/2015,Scotland,Gibraltar,6,1,Euro 2016 Qualifiers,TRUE,FALSE,FALSE
29/03/2015,South Africa,Nigeria,1,1,Friendly,TRUE,FALSE,FALSE
29/03/2015,Tanzania,Malawi,1,1,Friendly,TRUE,FALSE,FALSE
29/03/2015,Zambia,Rwanda,2,0,Friendly,TRUE,FALSE,FALSE
30/03/2015,Bahrain,Philippines,2,1,Friendly,TRUE,FALSE,FALSE
30/03/2015,Belarus,Gabon,0,0,Friendly,FALSE,FALSE,TRUE
30/03/2015,Indonesia,Burma,2,1,Friendly,TRUE,FALSE,FALSE
30/03/2015,Jamaica,Cuba,3,0,Friendly,TRUE,FALSE,FALSE
30/03/2015,Kuwait,Colombia,1,3,Friendly,FALSE,FALSE,TRUE
30/03/2015,Macedonia,Australia,0,0,Friendly,TRUE,FALSE,FALSE
30/03/2015,Oman,Algeria,1,4,Friendly,FALSE,FALSE,TRUE
30/03/2015,Qatar,Slovenia,1,0,Friendly,TRUE,FALSE,FALSE
30/03/2015,Saudi Arabia,Jordan,2,1,Friendly,TRUE,FALSE,FALSE
30/03/2015,Thailand,Cameroon,2,3,Friendly,TRUE,FALSE,FALSE
31/03/2015,Austria,Bosnia-Herzegovina,1,1,Friendly,TRUE,FALSE,FALSE
31/03/2015,China,Tunisia,1,1,Friendly,TRUE,FALSE,FALSE
31/03/2015,Estonia,Iceland,1,1,Friendly,TRUE,FALSE,FALSE
31/03/2015,Ghana,Mali,1,1,Friendly,FALSE,FALSE,TRUE
31/03/2015,Iraq,Congo DR,1,0,Friendly,FALSE,FALSE,TRUE
31/03/2015,Israel,Belgium,0,1,Euro 2016 Qualifiers,TRUE,FALSE,FALSE
31/03/2015,Italy,England,1,1,Friendly,TRUE,FALSE,FALSE
31/03/2015,Japan,Uzbekistan,5,1,Friendly,TRUE,FALSE,FALSE
31/03/2015,Korea Republic,New Zealand,1,0,Friendly,TRUE,FALSE,FALSE
31/03/2015,Liechtenstein,San Marino,1,0,Friendly,TRUE,FALSE,FALSE
31/03/2015,Luxembourg,Turkey,1,2,Friendly,TRUE,FALSE,FALSE
31/03/2015,Mauritania,Niger,2,0,Friendly,TRUE,FALSE,FALSE
31/03/2015,Montserrat,Curacao,2,2,World Cup 2018 Qualifiers,TRUE,FALSE,FALSE
31/03/2015,Netherlands,Spain,2,0,Friendly,TRUE,FALSE,FALSE
31/03/2015,Panama,Costa Rica,2,1,Friendly,TRUE,FALSE,FALSE
31/03/2015,Peru,Venezuela,0,1,Friendly,FALSE,FALSE,TRUE
31/03/2015,Portugal,Cape Verde,0,2,Friendly,TRUE,FALSE,FALSE
31/03/2015,Russia,Kazakhstan,0,0,Friendly,TRUE,FALSE,FALSE
31/03/2015,Singapore,Guam,2,2,Friendly,TRUE,FALSE,FALSE
31/03/2015,Slovakia,Czech Republic,1,0,Friendly,TRUE,FALSE,FALSE
31/03/2015,Sweden,Iran,3,1,Friendly,TRUE,FALSE,FALSE
31/03/2015,Switzerland,USA,1,1,Friendly,TRUE,FALSE,FALSE
31/03/2015,Tajikistan,Syria,2,3,Friendly,TRUE,FALSE,FALSE
31/03/2015,Ukraine,Latvia,1,1,Friendly,TRUE,FALSE,FALSE
15/04/2015,USA,Mexico,2,0,Friendly,TRUE,FALSE,FALSE
10/05/2015,Barbados,St. Kitts and Nevis,1,3,Friendly,TRUE,FALSE,FALSE
10/05/2015,Zambia,Malawi,2,0,Friendly,TRUE,FALSE,FALSE
12/05/2015,Kazakhstan,Burkina Faso,0,0,Friendly,TRUE,FALSE,FALSE
13/05/2015,Dominican Republic,Cayman Islands,6,0,Friendly,TRUE,FALSE,FALSE
14/05/2015,Lesotho,South Africa,0,0,Friendly,TRUE,FALSE,FALSE
16/05/2015,Lesotho,South Africa,1,1,Friendly,TRUE,FALSE,FALSE
